"activity_id" "activity_name" "subject_id" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()"
1 "WALKING" 1 0.277330758736842 -0.0239198433606579 -0.0918747569125263 -0.242047730157895 -0.235184802052 0.103464762 0.141874632337931 0.0645958717595385 0.0302357356226415 0.0989240218453125 -0.0261512336042857 -0.0584710807580645 -0.871417276631579 -0.869751992139785 -0.8083805562 -0.617664569047619 -0.43637640796875 -0.0934568451515151 -0.252951782149296 -0.240021302768293 -0.269495654 -0.186137650342029 -0.121091335701493 -0.125075463636232 0.000452922603225806 0.0384520278081967 0.0240862962710145 -0.0265390167589855 -0.0479464611567164 -0.0746932908656716 0.0114445123846154 0.07727363234375 0.0699691817696429 0.0373769873820895 -0.243344634433735 -0.269848535215909 -0.345274422857143 -0.23814228278481 0.1769154585 0.253540274633333 0.0336361540542857 -0.00709019021694915 0.0190331274953846 -0.00388251895454545 -0.000482339400000002 0.0152400535882353 -0.185221975951899 -0.217762807821429 -0.226389706352439 -0.2668280600875 -0.185135550461538 -0.171513358277917 -0.101135565133333 -0.150658869561644 -0.0854102688485897 -0.410604260698795 -0.404179441988235 -0.354025604615476 -0.642737477989247 -0.672224753935484 -0.717037093774194 -0.699599004468085 -0.716589161489362 -0.723402927765957 -0.391498734508642 -0.35582527986076 -0.366522483920732 -0.693495320638298 -0.654205819904255 -0.752990573410526 -0.74071663051579 -0.747792007157895 -0.639629393978495 -0.558640012329787 -0.577680853550562 -0.462542284769231 -0.462987779595506 -0.474875776288889 -0.271600474036585
1 "WALKING" 2 0.276426586440678 -0.0229902247619608 -0.0898730930016949 -0.378833960762712 -0.165210482979167 -0.292347959362712 0.0642127350744186 -0.0573891073513514 -0.0102537049195652 -0.085337898627907 0.00499269825454546 0.116597043053571 -0.874547091578947 -0.827258323898305 -0.788628687966102 -0.731273708644068 -0.656249327272727 -0.419385828734694 -0.317409211409091 -0.305096525625 -0.3054826066475 -0.0805976927692308 -0.0708097734878049 -0.049340665069697 -0.0383794519861111 0.0193939730710811 0.0544239813542857 0.0413712416590909 -0.0182927804102326 -0.0372428659583333 -0.050784527255814 -0.0872942065897727 0.00273457057142857 -0.00917980259 -0.412692265157895 -0.451819312833333 -0.45368728754717 -0.576469245833333 0.115606134918919 0.148132165852941 0.0132408425564103 -0.0235060410219512 -0.00611139019230769 -0.0312350803545455 -0.0430385700555556 -0.0119902096304348 -0.319816801562745 -0.371708299630769 -0.321090533764706 -0.412113875425532 -0.282196853108696 -0.1780057242 -0.129537970243902 -0.0943141122391304 -0.180371899595918 -0.423831679833333 -0.413484354270833 -0.291226464346939 -0.749999798983051 -0.771336154210526 -0.763690425966102 -0.839755974035088 -0.812938755172414 -0.823841513607143 -0.528035037517857 -0.590229073561404 -0.502630454601852 -0.744008153050847 -0.723174627627119 -0.86502221 -0.839241143965517 -0.810382225172414 -0.644995210517241 -0.620903521724138 -0.653077653220339 -0.662980609056604 -0.394247571153846 -0.474751806756098 -0.211505370293617
1 "WALKING" 3 0.275567462068966 -0.0251995499844444 -0.087689322897931 -0.304019171706897 -0.168697467396 -0.281151804079245 0.120278203779412 0.00641697876595745 -0.17380638626 -0.161502853486486 0.0313135978852941 0.0788080014878049 -0.909248934137931 -0.732083584036364 -0.604900203951219 -0.223838272113636 -0.24887836075 -0.0832029932121212 -0.1520738272125 -0.0831449007444444 -0.0290224039638298 -0.22076312515 -0.215722064333333 -0.33000781894 0.0363186077146341 -0.0305227808069767 -0.0879679979880952 -0.152474121566667 -0.2030647697 -0.322449170795833 0.0726600182209302 -0.0420112135405405 -0.0610180169837838 0.00256068475116279 -0.371190646938776 -0.304780712071429 -0.442625486041667 -0.418631550731707 0.145182850882353 0.102986218208571 0.0571160834210526 0.0691853507352941 0.0530568659772727 -0.055854855152381 -0.08127467228125 -0.196246055069767 -0.310519695306818 -0.154517858865385 -0.287978020768 -0.237174762106744 -0.178655633255319 -0.20824726312381 -0.132289639939787 -0.0840757419318182 -0.0319391707644444 -0.320350052369565 -0.192915638804878 -0.167430466818182 -0.797118907913793 -0.811924461724138 -0.84647491877193 -0.847197080689655 -0.867466095 -0.88376823754386 -0.50983596996431 -0.55711362509434 -0.486009297203704 -0.715420885189655 -0.767411377017544 -0.868412113103448 -0.817558592631579 -0.77005378862069 -0.581817735517241 -0.67496539 -0.676917511896552 -0.539516540833333 -0.353965153333333 -0.300275975434783 -0.480543118306383
1 "WALKING" 4 0.278582015166667 -0.0229547012141304 -0.08149350047 -0.36037815015 -0.21326656245102 -0.360380458241379 0.115986241703704 0.0962120156391304 -0.0494139839625 0.0212241691083333 0.0121979472386364 -0.0707311199116279 -0.721134214237288 -0.9452349145 -0.976778665166667 -0.942301036466667 -0.88264429779661 -0.774486374685965 -0.481572088222222 -0.498705091561404 -0.581047145333333 -0.361730275714286 -0.125614155935484 0.290182107890909 0.04384494848 0.132396500339474 0.174869755543333 0.206960014202857 0.172530996621622 0.134333721536111 0.0466392323170732 -0.00954009006341463 -0.00544655068181818 -0.0887262747694444 -0.526348495292857 -0.53618389793 -0.03222257 -0.3877962528 0.254818692615385 0.0888082002917561 0.0493476724833333 0.0299773935868421 0.0238234949121951 0.0203270307536532 0.0947557310073171 -0.000570900688888892 -0.426603977178571 -0.451405604827586 -0.450355634310345 -0.639283007894737 -0.664632442307692 -0.528082755 -0.553739304511111 -0.322812201265306 -0.283978827046512 -0.610444898576271 -0.658003111428571 -0.516560762181818 -0.819132055166667 -0.826045979 -0.826682872833333 -0.873332993666667 -0.905053640833333 -0.922067217166667 -0.616993074966667 -0.66463710295 -0.692404520166667 -0.833364335166667 -0.815016092 -0.962847500833333 -0.941972639 -0.917382076166667 -0.657385125833333 -0.6467087075 -0.658380931333333 -0.735339317321429 -0.6208411226 -0.4657342516 -0.37944746054717
1 "WALKING" 5 0.27784234625 -0.0234852803778444 -0.0866031638017857 -0.257619860127273 -0.182758546757143 -0.010850804826087 -0.0366287756216216 -0.0215839833828571 0.136130307419355 0.1525118646225 -0.0735465255488372 -0.0568062406657143 -0.741152116122449 -0.739881458181818 -0.935921845535714 -0.935232118727273 -0.894121384 -0.638550330384615 -0.326964003578723 -0.351636822171111 -0.317308592166667 -0.0511297662105263 0.0230747293794118 -0.0147161794390244 0.0195126047666667 0.071436753374359 -0.0187909544880488 0.04728383955625 0.106494450294595 -0.00388693665225 0.0314702284444444 0.0085770315972973 -0.0418398935588235 0.0727846224944444 -0.318532900125 -0.36021309326 -0.398391796521739 -0.427980663804348 0.179889319514286 0.126277134257143 0.114015119994737 0.0606317530621622 0.0345580724263158 0.00436060126285715 0.0566931413846154 -0.0319044238089744 -0.242700826485185 -0.339541105061224 -0.303413146509804 -0.364665039872917 -0.227873564045455 -0.179934088392105 0.0249332949130435 -0.186106487722222 0.020073442873913 -0.503581660264151 -0.395008332867347 -0.36969337126 -0.756857331785714 -0.794767296964286 -0.814970020714286 -0.821239083392857 -0.820375743571429 -0.875267400714286 -0.582454244811321 -0.559025773839286 -0.636752106781818 -0.776709925714286 -0.781514082142857 -0.867099290178571 -0.8571968925 -0.876713601964286 -0.521236643928571 -0.555396712142857 -0.578746871071429 -0.576223412777778 -0.529139148659091 -0.3012699030625 -0.152445743993182
1 "WALKING" 6 0.283658868070175 -0.0276790803292683 -0.0778312717591228 -0.235964687175439 -0.302145565011765 0.162912370380952 -0.0817941818322581 0.100717846018421 0.0641029502647059 0.071418358334375 0.0522894121869565 -0.0387729419182927 -0.645117357692308 -0.811192745789474 -0.971470975263158 -0.962581501245614 -0.917673036842105 -0.884614564 -0.29736390325102 -0.3503031842 -0.347919329479167 -0.3589643102 -0.404503091680851 -0.2553749993 0.0828952197 0.111321561722222 0.0586383182470588 0.0835629412585366 0.0295293219976191 -0.0971146500787234 0.0630981343421053 0.0376826753823529 0.112485530911765 0.0162073186268293 -0.219649923908889 -0.258044016267391 -0.0402372140195652 -0.221017875646154 0.195160409585366 0.106812038393939 0.103050652741742 0.0680996427261905 0.0597496258 0.118238168751351 0.0845554185258065 0.07971707881875 -0.179045077844186 -0.0975442603488372 -0.103231152515909 -0.239282712770833 -0.256868109318182 -0.201029659108696 -0.20654323984898 -0.255714714444444 -0.18997323624 -0.402025346155556 -0.310840897666667 -0.407529756591837 -0.6642330475 -0.652934598947368 -0.658452203684211 -0.669545542982456 -0.736306964210526 -0.731811300508772 -0.530543052538462 -0.49766436118 -0.49084605555102 -0.743748086017544 -0.739506712181818 -0.753183036859649 -0.751861184998246 -0.751193979298246 -0.674567357392857 -0.722833587894737 -0.711295887368421 -0.555035976618182 -0.502868446389286 -0.502237003243137 -0.403420490352941
1 "WALKING" 7 0.275592961754386 -0.0227493607877551 -0.0992370087385965 -0.286123740877193 -0.261085473914286 0.0510879401333333 0.0487118583896552 0.0639147958730952 0.0368443442121212 0.111961857205556 0.0467038645525 0.0187975482685714 -0.628736710456604 -0.7610245128 -0.622626210535714 -0.850739594821429 -0.875806803392857 -0.802374518627451 -0.323493665326087 -0.238190641804348 -0.198323336651163 -0.127536464843902 -0.058606466875 -0.0955345397744186 -0.0347721214583333 0.0216508647142857 -0.0752722731763158 -0.037609660975 -0.00955230320909091 -0.029567489997561 -0.00903996618918919 0.0414163383939394 0.26083755729697 0.12630179771875 -0.244114988581481 -0.299292615353911 -0.238404557995349 -0.297941547414583 0.0141848895641026 0.0866407631282051 0.105045614818182 0.057665716985 0.0680699376612903 0.0400599460934783 -0.0315129942941176 0.070404166 -0.224104580081633 -0.225624284992 -0.24906594325814 -0.147750443876522 -0.0899080354186046 -0.068271016425641 -0.116693103634146 -0.133163719597556 -0.160163929937778 -0.307424906469388 -0.430102398517021 -0.295129918074468 -0.702705255090909 -0.729429486607143 -0.738249951111111 -0.674256661403509 -0.73858467667037 -0.683480295732143 -0.494659774290909 -0.535373085157895 -0.537389097759259 -0.645953661732727 -0.654389039532143 -0.67788870545614 -0.736107608545455 -0.702606260245614 -0.554137122857143 -0.534606289285714 -0.51770892822807 -0.566454557929825 -0.508256746785714 -0.493955315961538 -0.314251702431818
1 "WALKING" 8 0.27468631 -0.0354228386082857 -0.067446498706383 -0.164997173640426 -0.147489486 0.377593198787879 -0.036938500325 0.1229572353325 0.117952791328125 0.0797341587433333 -0.013847101027027 -0.028101583 -0.671740629736842 -0.600652466744186 -0.739434441555556 -0.764898185454545 -0.741763712888889 -0.674170825777778 -0.190174580421053 -0.197223803710256 -0.171145804190323 0.0317430948290323 0.0193685727742857 -0.107237571341667 0.11597617364 0.21414703096875 0.0413981073121212 0.0872476566814815 0.07568762028125 0.0613414605928 -0.0494580467058824 -0.04350010521875 0.00572655202777778 -0.121727024484848 -0.167378124214286 -0.273041068243243 -0.0978350849534884 -0.328821215714286 -0.14768074216129 0.04892508665625 0.07274638961 0.114315989066667 0.00701018795555556 0.002537871928 0.0894339726848485 -0.0443853575 -0.128633190714286 -0.196406731445 -0.0966526353457143 -0.240403124325 -0.234799770945946 -0.246913584261905 -0.258681099552632 -0.167372538297297 -0.163482532748649 -0.196596516918919 -0.250456544282051 -0.256724497414634 -0.499367351790698 -0.515648580666667 -0.566877400466667 -0.634622823978261 -0.575577697577778 -0.543926631847826 -0.47002839621 -0.425828563194444 -0.357200404382795 -0.483554469934783 -0.584628883225 -0.517186878422222 -0.614657678742045 -0.619638902545455 -0.76715056 -0.670817752088889 -0.668874687044444 -0.441212948782609 -0.443977739521739 -0.486640681711111 -0.494487264744186
1 "WALKING" 9 0.278502842115385 -0.0236477681544186 -0.0927194763084423 -0.207542925423077 -0.222807657557692 -0.0848137993346667 0.0688354491428571 0.075301746272973 0.0720949841212121 -0.00633754233589744 -0.0525163784571429 -0.0107411123235294 -0.717618414117647 -0.912666213269231 -0.899310189230769 -0.803550848039216 -0.690155729958333 -0.609698655333333 -0.387337087284615 -0.217211789802326 -0.219281509378788 0.069072388125 0.0829577414193548 0.0754881013333333 0.117169621063889 0.129299865640625 0.0845022914054054 0.0746998109181818 0.06432424825 -0.0672718980282051 -0.0117633306552632 -0.00875160390322581 0.0600365615 -0.105811720594595 -0.4446071244216 -0.479630952836735 -0.345028665531915 -0.565482775111111 0.147226785916667 0.0569031361606061 0.059152466271875 -0.039861223 -0.05503427453125 0.0371653356351351 -0.0851001259097561 -0.09807421475 -0.259812068285714 -0.343581304479167 -0.308086465800958 -0.246120178675 -0.106865734764706 -0.043436018974359 -0.201912099459459 -0.0891232362682927 -0.0588883709487179 -0.467384279104167 -0.431910439113636 -0.341826364565217 -0.799873051538462 -0.783946298076923 -0.786137121153846 -0.813690002884615 -0.816230830961538 -0.842624630192308 -0.534165353857143 -0.531924210040816 -0.523378672842857 -0.813762104423077 -0.837013453461538 -0.810928475 -0.830292523461538 -0.812644455769231 -0.546482707115385 -0.477738541980769 -0.528489314942308 -0.646747854961538 -0.603456798636364 -0.425610439111111 -0.144590989375
1 "WALKING" 10 0.278574076603774 -0.0211403335065217 -0.0930498962981132 -0.176840523588235 -0.140838177 -0.145400861285714 0.0732935725188889 0.114252244194286 0.0660512002515151 0.0301991204358974 -0.00135396446451613 0.106109932782097 -0.693385820466667 -0.683679485294118 -0.918039971754717 -0.941897258679245 -0.891272577692308 -0.763112798730769 -0.176153218252273 -0.269143052083721 -0.269939710084444 -0.25233715276 -0.419052780844444 -0.264472788297872 0.173709047189286 0.099862245969697 0.089291571362069 0.107952904228571 -0.00323298672285714 0.0347742852727273 0.0381876593228571 0.00152055341666667 0.0298075349444444 0.0415258130606061 -0.181928008204444 -0.214857116022727 0.0235665277142857 -0.0480410045 0.114981887181818 0.104023730783784 -0.0785424041648649 0.0393353520967742 0.0362198600829268 -0.0858020547 -0.0659428035 -0.0285651341388889 -0.175860498225581 -0.193904073295455 -0.151266495297872 -0.283378481045652 -0.407611863934043 -0.429555408938776 -0.410271500581395 -0.235430472510638 -0.383136487619048 -0.429456854938776 -0.5000213785728 -0.47978786325 -0.544301063773585 -0.665535525306122 -0.570223572237255 -0.53005962214 -0.649315846595745 -0.614514756075472 -0.457654292605263 -0.326038817630435 -0.378755458130426 -0.62913236436434 -0.643037907692308 -0.633739238901961 -0.653360438461538 -0.721721515490196 -0.63387216054902 -0.697406635529412 -0.633053966117647 -0.564081746054717 -0.572337720384615 -0.574691906242308 -0.393004793219565
